{'loss': '0.2348', 'grad_norm': '0.6887', 'learning_rate': '7.723e-05', 'entropy': '0.2509', 'num_tokens': '2.167e+05', 'mean_token_accuracy': '0.9449', 'epoch': '1.146'}
{'loss': '0.1473', 'grad_norm': '0.8136', 'learning_rate': '5.708e-05', 'entropy': '0.1581', 'num_tokens': '4.082e+05', 'mean_token_accuracy': '0.967', 'epoch': '2.153'}
{'loss': '0.1792', 'grad_norm': '0.9813', 'learning_rate': '5.693e-05', 'entropy': '0.166', 'num_tokens': '4.094e+05', 'mean_token_accuracy': '0.962', 'epoch': '2.161'}
{'loss': '0.07239', 'grad_norm': '0.6747', 'learning_rate': '5.679e-05', 'entropy': '0.1065', 'num_tokens': '4.107e+05', 'mean_token_accuracy': '0.9804', 'epoch': '2.168'}
{'loss': '0.227', 'grad_norm': '1.049', 'learning_rate': '5.664e-05', 'entropy': '0.1548', 'num_tokens': '4.123e+05', 'mean_token_accuracy': '0.9639', 'epoch': '2.175'}
{'loss': '0.1209', 'grad_norm': '0.7608', 'learning_rate': '5.65e-05', 'entropy': '0.1495', 'num_tokens': '4.135e+05', 'mean_token_accuracy': '0.9701', 'epoch': '2.182'}
{'loss': '0.05728', 'grad_norm': '0.5549', 'learning_rate': '5.635e-05', 'entropy': '0.09363', 'num_tokens': '4.149e+05', 'mean_token_accuracy': '0.9839', 'epoch': '2.19'}
{'loss': '0.1657', 'grad_norm': '0.6669', 'learning_rate': '5.62e-05', 'entropy': '0.2054', 'num_tokens': '4.163e+05', 'mean_token_accuracy': '0.9634', 'epoch': '2.197'}
{'loss': '0.1216', 'grad_norm': '0.8836', 'learning_rate': '5.606e-05', 'entropy': '0.1399', 'num_tokens': '4.18e+05', 'mean_token_accuracy': '0.9722', 'epoch': '2.204'}
{'loss': '0.1303', 'grad_norm': '0.7472', 'learning_rate': '5.591e-05', 'entropy': '0.1604', 'num_tokens': '4.193e+05', 'mean_token_accuracy': '0.9739', 'epoch': '2.212'}
{'loss': '0.1796', 'grad_norm': '0.7728', 'learning_rate': '5.577e-05', 'entropy': '0.19', 'num_tokens': '4.208e+05', 'mean_token_accuracy': '0.9549', 'epoch': '2.219'}
{'loss': '0.1847', 'grad_norm': '0.7189', 'learning_rate': '5.562e-05', 'entropy': '0.1527', 'num_tokens': '4.224e+05', 'mean_token_accuracy': '0.9682', 'epoch': '2.226'}
{'loss': '0.09973', 'grad_norm': '0.6884', 'learning_rate': '5.547e-05', 'entropy': '0.1416', 'num_tokens': '4.237e+05', 'mean_token_accuracy': '0.9733', 'epoch': '2.234'}
{'loss': '0.139', 'grad_norm': '0.8144', 'learning_rate': '5.533e-05', 'entropy': '0.1742', 'num_tokens': '4.25e+05', 'mean_token_accuracy': '0.9677', 'epoch': '2.241'}
{'loss': '0.1487', 'grad_norm': '0.668', 'learning_rate': '5.518e-05', 'entropy': '0.156', 'num_tokens': '4.265e+05', 'mean_token_accuracy': '0.9672', 'epoch': '2.248'}
{'loss': '0.1086', 'grad_norm': '0.8971', 'learning_rate': '5.504e-05', 'entropy': '0.1163', 'num_tokens': '4.277e+05', 'mean_token_accuracy': '0.9742', 'epoch': '2.255'}
{'loss': '0.1544', 'grad_norm': '1.009', 'learning_rate': '5.489e-05', 'entropy': '0.161', 'num_tokens': '4.291e+05', 'mean_token_accuracy': '0.9601', 'epoch': '2.263'}
{'loss': '0.1601', 'grad_norm': '0.971', 'learning_rate': '5.474e-05', 'entropy': '0.1704', 'num_tokens': '4.304e+05', 'mean_token_accuracy': '0.9689', 'epoch': '2.27'}
{'loss': '0.06886', 'grad_norm': '0.6301', 'learning_rate': '5.46e-05', 'entropy': '0.09832', 'num_tokens': '4.317e+05', 'mean_token_accuracy': '0.9831', 'epoch': '2.277'}
{'loss': '0.1023', 'grad_norm': '1.338', 'learning_rate': '5.445e-05', 'entropy': '0.1337', 'num_tokens': '4.331e+05', 'mean_token_accuracy': '0.9744', 'epoch': '2.285'}
{'loss': '0.1286', 'grad_norm': '0.8804', 'learning_rate': '5.431e-05', 'entropy': '0.1404', 'num_tokens': '4.345e+05', 'mean_token_accuracy': '0.9671', 'epoch': '2.292'}
{'loss': '0.1395', 'grad_norm': '0.7869', 'learning_rate': '5.416e-05', 'entropy': '0.1719', 'num_tokens': '4.359e+05', 'mean_token_accuracy': '0.9694', 'epoch': '2.299'}
{'loss': '0.05842', 'grad_norm': '0.6893', 'learning_rate': '5.401e-05', 'entropy': '0.09019', 'num_tokens': '4.372e+05', 'mean_token_accuracy': '0.9818', 'epoch': '2.307'}
{'loss': '0.07818', 'grad_norm': '0.8079', 'learning_rate': '5.387e-05', 'entropy': '0.117', 'num_tokens': '4.386e+05', 'mean_token_accuracy': '0.9751', 'epoch': '2.314'}
{'loss': '0.09325', 'grad_norm': '0.8557', 'learning_rate': '5.372e-05', 'entropy': '0.1001', 'num_tokens': '4.4e+05', 'mean_token_accuracy': '0.9778', 'epoch': '2.321'}
{'loss': '0.1186', 'grad_norm': '0.8222', 'learning_rate': '5.358e-05', 'entropy': '0.1341', 'num_tokens': '4.414e+05', 'mean_token_accuracy': '0.9747', 'epoch': '2.328'}
{'loss': '0.1', 'grad_norm': '0.6807', 'learning_rate': '5.343e-05', 'entropy': '0.1138', 'num_tokens': '4.428e+05', 'mean_token_accuracy': '0.9789', 'epoch': '2.336'} 
{'loss': '0.09795', 'grad_norm': '0.7289', 'learning_rate': '5.328e-05', 'entropy': '0.1268', 'num_tokens': '4.44e+05', 'mean_token_accuracy': '0.9751', 'epoch': '2.343'}
{'loss': '0.1079', 'grad_norm': '0.7411', 'learning_rate': '5.314e-05', 'entropy': '0.1345', 'num_tokens': '4.452e+05', 'mean_token_accuracy': '0.9759', 'epoch': '2.35'}
{'loss': '0.1931', 'grad_norm': '0.7932', 'learning_rate': '5.299e-05', 'entropy': '0.1725', 'num_tokens': '4.468e+05', 'mean_token_accuracy': '0.9614', 'epoch': '2.358'}
{'loss': '0.1016', 'grad_norm': '0.6743', 'learning_rate': '5.285e-05', 'entropy': '0.1506', 'num_tokens': '4.482e+05', 'mean_token_accuracy': '0.9717', 'epoch': '2.365'}
{'loss': '0.09325', 'grad_norm': '0.7222', 'learning_rate': '5.27e-05', 'entropy': '0.1239', 'num_tokens': '4.494e+05', 'mean_token_accuracy': '0.9766', 'epoch': '2.372'}
{'loss': '0.0678', 'grad_norm': '0.5334', 'learning_rate': '5.255e-05', 'entropy': '0.1162', 'num_tokens': '4.509e+05', 'mean_token_accuracy': '0.9822', 'epoch': '2.38'}
{'loss': '0.1117', 'grad_norm': '0.7375', 'learning_rate': '5.241e-05', 'entropy': '0.1539', 'num_tokens': '4.521e+05', 'mean_token_accuracy': '0.9747', 'epoch': '2.387'}
{'loss': '0.08958', 'grad_norm': '0.67', 'learning_rate': '5.226e-05', 'entropy': '0.12', 'num_tokens': '4.536e+05', 'mean_token_accuracy': '0.9787', 'epoch': '2.394'} 
{'loss': '0.1111', 'grad_norm': '0.6876', 'learning_rate': '5.212e-05', 'entropy': '0.1498', 'num_tokens': '4.55e+05', 'mean_token_accuracy': '0.9734', 'epoch': '2.401'}
{'loss': '0.13', 'grad_norm': '0.866', 'learning_rate': '5.197e-05', 'entropy': '0.1497', 'num_tokens': '4.565e+05', 'mean_token_accuracy': '0.9713', 'epoch': '2.409'} 
{'loss': '0.09386', 'grad_norm': '0.6162', 'learning_rate': '5.182e-05', 'entropy': '0.1129', 'num_tokens': '4.579e+05', 'mean_token_accuracy': '0.9773', 'epoch': '2.416'}
{'loss': '0.08458', 'grad_norm': '0.9855', 'learning_rate': '5.168e-05', 'entropy': '0.1103', 'num_tokens': '4.593e+05', 'mean_token_accuracy': '0.9801', 'epoch': '2.423'}
{'loss': '0.1214', 'grad_norm': '0.9458', 'learning_rate': '5.153e-05', 'entropy': '0.145', 'num_tokens': '4.606e+05', 'mean_token_accuracy': '0.9742', 'epoch': '2.431'}
{'loss': '0.07471', 'grad_norm': '0.7303', 'learning_rate': '5.139e-05', 'entropy': '0.09146', 'num_tokens': '4.62e+05', 'mean_token_accuracy': '0.9822', 'epoch': '2.438'}
{'loss': '0.06642', 'grad_norm': '0.988', 'learning_rate': '5.124e-05', 'entropy': '0.1035', 'num_tokens': '4.631e+05', 'mean_token_accuracy': '0.9784', 'epoch': '2.445'}
{'loss': '0.09938', 'grad_norm': '0.6358', 'learning_rate': '5.109e-05', 'entropy': '0.1054', 'num_tokens': '4.644e+05', 'mean_token_accuracy': '0.9777', 'epoch': '2.453'}
{'loss': '0.09997', 'grad_norm': '1.408', 'learning_rate': '5.095e-05', 'entropy': '0.1057', 'num_tokens': '4.659e+05', 'mean_token_accuracy': '0.9745', 'epoch': '2.46'}
{'loss': '0.06256', 'grad_norm': '0.6064', 'learning_rate': '5.08e-05', 'entropy': '0.08205', 'num_tokens': '4.672e+05', 'mean_token_accuracy': '0.9817', 'epoch': '2.467'}
{'loss': '0.1419', 'grad_norm': '1.263', 'learning_rate': '5.066e-05', 'entropy': '0.1438', 'num_tokens': '4.688e+05', 'mean_token_accuracy': '0.9724', 'epoch': '2.474'}
{'loss': '0.08569', 'grad_norm': '0.7997', 'learning_rate': '5.051e-05', 'entropy': '0.1075', 'num_tokens': '4.7e+05', 'mean_token_accuracy': '0.98', 'epoch': '2.482'} 
{'loss': '0.07411', 'grad_norm': '0.6629', 'learning_rate': '5.036e-05', 'entropy': '0.09956', 'num_tokens': '4.714e+05', 'mean_token_accuracy': '0.977', 'epoch': '2.489'}
{'loss': '0.08725', 'grad_norm': '0.797', 'learning_rate': '5.022e-05', 'entropy': '0.1109', 'num_tokens': '4.726e+05', 'mean_token_accuracy': '0.9752', 'epoch': '2.496'}
{'loss': '0.0619', 'grad_norm': '0.6198', 'learning_rate': '5.007e-05', 'entropy': '0.08882', 'num_tokens': '4.738e+05', 'mean_token_accuracy': '0.9824', 'epoch': '2.504'}
{'loss': '0.1381', 'grad_norm': '0.8189', 'learning_rate': '4.993e-05', 'entropy': '0.1396', 'num_tokens': '4.754e+05', 'mean_token_accuracy': '0.9699', 'epoch': '2.511'}
{'loss': '0.07821', 'grad_norm': '0.6036', 'learning_rate': '4.978e-05', 'entropy': '0.09061', 'num_tokens': '4.767e+05', 'mean_token_accuracy': '0.9849', 'epoch': '2.518'}
{'loss': '0.06', 'grad_norm': '0.5388', 'learning_rate': '4.964e-05', 'entropy': '0.09835', 'num_tokens': '4.779e+05', 'mean_token_accuracy': '0.9805', 'epoch': '2.526'}
{'loss': '0.1142', 'grad_norm': '0.7684', 'learning_rate': '4.949e-05', 'entropy': '0.1396', 'num_tokens': '4.795e+05', 'mean_token_accuracy': '0.9736', 'epoch': '2.533'}
{'loss': '0.07094', 'grad_norm': '0.5848', 'learning_rate': '4.934e-05', 'entropy': '0.09536', 'num_tokens': '4.808e+05', 'mean_token_accuracy': '0.9816', 'epoch': '2.54'}
{'loss': '0.132', 'grad_norm': '0.8724', 'learning_rate': '4.92e-05', 'entropy': '0.1344', 'num_tokens': '4.823e+05', 'mean_token_accuracy': '0.9669', 'epoch': '2.547'}
{'loss': '0.07632', 'grad_norm': '0.5539', 'learning_rate': '4.905e-05', 'entropy': '0.1105', 'num_tokens': '4.837e+05', 'mean_token_accuracy': '0.9802', 'epoch': '2.555'}
{'loss': '0.145', 'grad_norm': '0.8917', 'learning_rate': '4.891e-05', 'entropy': '0.158', 'num_tokens': '4.848e+05', 'mean_token_accuracy': '0.9667', 'epoch': '2.562'}
{'loss': '0.08705', 'grad_norm': '0.698', 'learning_rate': '4.876e-05', 'entropy': '0.09953', 'num_tokens': '4.861e+05', 'mean_token_accuracy': '0.9786', 'epoch': '2.569'}
{'loss': '0.1664', 'grad_norm': '0.7775', 'learning_rate': '4.861e-05', 'entropy': '0.1478', 'num_tokens': '4.876e+05', 'mean_token_accuracy': '0.9695', 'epoch': '2.577'}
{'loss': '0.05895', 'grad_norm': '0.5465', 'learning_rate': '4.847e-05', 'entropy': '0.08194', 'num_tokens': '4.889e+05', 'mean_token_accuracy': '0.9812', 'epoch': '2.584'}
{'loss': '0.07659', 'grad_norm': '0.605', 'learning_rate': '4.832e-05', 'entropy': '0.1019', 'num_tokens': '4.902e+05', 'mean_token_accuracy': '0.9821', 'epoch': '2.591'}
{'loss': '0.07529', 'grad_norm': '0.636', 'learning_rate': '4.818e-05', 'entropy': '0.1023', 'num_tokens': '4.916e+05', 'mean_token_accuracy': '0.9793', 'epoch': '2.599'}
{'loss': '0.08581', 'grad_norm': '0.5323', 'learning_rate': '4.803e-05', 'entropy': '0.1069', 'num_tokens': '4.929e+05', 'mean_token_accuracy': '0.9804', 'epoch': '2.606'}
{'loss': '0.1038', 'grad_norm': '0.6649', 'learning_rate': '4.788e-05', 'entropy': '0.1186', 'num_tokens': '4.941e+05', 'mean_token_accuracy': '0.9783', 'epoch': '2.613'}
{'loss': '0.09832', 'grad_norm': '0.604', 'learning_rate': '4.774e-05', 'entropy': '0.1173', 'num_tokens': '4.956e+05', 'mean_token_accuracy': '0.9778', 'epoch': '2.62'}
{'loss': '0.09497', 'grad_norm': '0.5381', 'learning_rate': '4.759e-05', 'entropy': '0.111', 'num_tokens': '4.972e+05', 'mean_token_accuracy': '0.9803', 'epoch': '2.628'}
{'loss': '0.06335', 'grad_norm': '0.4977', 'learning_rate': '4.745e-05', 'entropy': '0.09556', 'num_tokens': '4.984e+05', 'mean_token_accuracy': '0.9808', 'epoch': '2.635'}
{'loss': '0.09122', 'grad_norm': '1.015', 'learning_rate': '4.73e-05', 'entropy': '0.1301', 'num_tokens': '4.999e+05', 'mean_token_accuracy': '0.975', 'epoch': '2.642'}
{'loss': '0.1236', 'grad_norm': '0.9527', 'learning_rate': '4.715e-05', 'entropy': '0.1375', 'num_tokens': '5.015e+05', 'mean_token_accuracy': '0.9716', 'epoch': '2.65'}
{'loss': '0.07233', 'grad_norm': '0.6383', 'learning_rate': '4.701e-05', 'entropy': '0.1068', 'num_tokens': '5.029e+05', 'mean_token_accuracy': '0.9791', 'epoch': '2.657'}
{'loss': '0.09922', 'grad_norm': '0.8383', 'learning_rate': '4.686e-05', 'entropy': '0.1322', 'num_tokens': '5.043e+05', 'mean_token_accuracy': '0.977', 'epoch': '2.664'}
{'loss': '0.09008', 'grad_norm': '0.6919', 'learning_rate': '4.672e-05', 'entropy': '0.1289', 'num_tokens': '5.057e+05', 'mean_token_accuracy': '0.9762', 'epoch': '2.672'}
{'loss': '0.08473', 'grad_norm': '0.6881', 'learning_rate': '4.657e-05', 'entropy': '0.1164', 'num_tokens': '5.07e+05', 'mean_token_accuracy': '0.9772', 'epoch': '2.679'}
{'loss': '0.09371', 'grad_norm': '0.6175', 'learning_rate': '4.642e-05', 'entropy': '0.1404', 'num_tokens': '5.084e+05', 'mean_token_accuracy': '0.979', 'epoch': '2.686'}
{'loss': '0.09634', 'grad_norm': '0.5807', 'learning_rate': '4.628e-05', 'entropy': '0.1309', 'num_tokens': '5.096e+05', 'mean_token_accuracy': '0.9751', 'epoch': '2.693'}
{'loss': '0.06994', 'grad_norm': '0.774', 'learning_rate': '4.613e-05', 'entropy': '0.08284', 'num_tokens': '5.109e+05', 'mean_token_accuracy': '0.9819', 'epoch': '2.701'}
{'loss': '0.05786', 'grad_norm': '0.4644', 'learning_rate': '4.599e-05', 'entropy': '0.09058', 'num_tokens': '5.123e+05', 'mean_token_accuracy': '0.9843', 'epoch': '2.708'}
{'loss': '0.08085', 'grad_norm': '0.6519', 'learning_rate': '4.584e-05', 'entropy': '0.09553', 'num_tokens': '5.135e+05', 'mean_token_accuracy': '0.9777', 'epoch': '2.715'}
{'loss': '0.1873', 'grad_norm': '1.019', 'learning_rate': '4.569e-05', 'entropy': '0.1904', 'num_tokens': '5.152e+05', 'mean_token_accuracy': '0.9593', 'epoch': '2.723'}
{'loss': '0.0697', 'grad_norm': '0.7644', 'learning_rate': '4.555e-05', 'entropy': '0.09214', 'num_tokens': '5.165e+05', 'mean_token_accuracy': '0.9791', 'epoch': '2.73'}
{'loss': '0.09475', 'grad_norm': '0.6122', 'learning_rate': '4.54e-05', 'entropy': '0.1377', 'num_tokens': '5.179e+05', 'mean_token_accuracy': '0.9748', 'epoch': '2.737'}
{'loss': '0.06314', 'grad_norm': '0.6931', 'learning_rate': '4.526e-05', 'entropy': '0.102', 'num_tokens': '5.195e+05', 'mean_token_accuracy': '0.9816', 'epoch': '2.745'}
{'loss': '0.1486', 'grad_norm': '0.8244', 'learning_rate': '4.511e-05', 'entropy': '0.1322', 'num_tokens': '5.213e+05', 'mean_token_accuracy': '0.9759', 'epoch': '2.752'}
{'loss': '0.115', 'grad_norm': '0.763', 'learning_rate': '4.496e-05', 'entropy': '0.1504', 'num_tokens': '5.225e+05', 'mean_token_accuracy': '0.9733', 'epoch': '2.759'}
{'loss': '0.0664', 'grad_norm': '0.742', 'learning_rate': '4.482e-05', 'entropy': '0.0969', 'num_tokens': '5.237e+05', 'mean_token_accuracy': '0.9802', 'epoch': '2.766'}
{'loss': '0.09988', 'grad_norm': '0.6767', 'learning_rate': '4.467e-05', 'entropy': '0.122', 'num_tokens': '5.25e+05', 'mean_token_accuracy': '0.9772', 'epoch': '2.774'}
{'loss': '0.07977', 'grad_norm': '0.6318', 'learning_rate': '4.453e-05', 'entropy': '0.1067', 'num_tokens': '5.266e+05', 'mean_token_accuracy': '0.9804', 'epoch': '2.781'}
{'loss': '0.05564', 'grad_norm': '0.7216', 'learning_rate': '4.438e-05', 'entropy': '0.0781', 'num_tokens': '5.279e+05', 'mean_token_accuracy': '0.9831', 'epoch': '2.788'}
{'loss': '0.05212', 'grad_norm': '0.5025', 'learning_rate': '4.423e-05', 'entropy': '0.07693', 'num_tokens': '5.293e+05', 'mean_token_accuracy': '0.9844', 'epoch': '2.796'}
{'loss': '0.1035', 'grad_norm': '0.9292', 'learning_rate': '4.409e-05', 'entropy': '0.1364', 'num_tokens': '5.306e+05', 'mean_token_accuracy': '0.9751', 'epoch': '2.803'}
{'loss': '0.05209', 'grad_norm': '0.6853', 'learning_rate': '4.394e-05', 'entropy': '0.07456', 'num_tokens': '5.318e+05', 'mean_token_accuracy': '0.9859', 'epoch': '2.81'}
{'loss': '0.1498', 'grad_norm': '0.6017', 'learning_rate': '4.38e-05', 'entropy': '0.137', 'num_tokens': '5.334e+05', 'mean_token_accuracy': '0.9702', 'epoch': '2.818'}
{'loss': '0.08752', 'grad_norm': '0.5914', 'learning_rate': '4.365e-05', 'entropy': '0.0963', 'num_tokens': '5.352e+05', 'mean_token_accuracy': '0.9837', 'epoch': '2.825'}
{'loss': '0.09019', 'grad_norm': '0.8486', 'learning_rate': '4.35e-05', 'entropy': '0.1211', 'num_tokens': '5.366e+05', 'mean_token_accuracy': '0.9771', 'epoch': '2.832'}
{'loss': '0.09541', 'grad_norm': '0.5185', 'learning_rate': '4.336e-05', 'entropy': '0.1068', 'num_tokens': '5.384e+05', 'mean_token_accuracy': '0.9819', 'epoch': '2.839'}
{'loss': '0.06344', 'grad_norm': '0.6006', 'learning_rate': '4.321e-05', 'entropy': '0.1074', 'num_tokens': '5.398e+05', 'mean_token_accuracy': '0.983', 'epoch': '2.847'}
{'loss': '0.1256', 'grad_norm': '0.6423', 'learning_rate': '4.307e-05', 'entropy': '0.138', 'num_tokens': '5.415e+05', 'mean_token_accuracy': '0.9739', 'epoch': '2.854'}
{'loss': '0.06527', 'grad_norm': '0.62', 'learning_rate': '4.292e-05', 'entropy': '0.09179', 'num_tokens': '5.428e+05', 'mean_token_accuracy': '0.9835', 'epoch': '2.861'}
{'loss': '0.04398', 'grad_norm': '0.4948', 'learning_rate': '4.277e-05', 'entropy': '0.06987', 'num_tokens': '5.44e+05', 'mean_token_accuracy': '0.9859', 'epoch': '2.869'}
{'loss': '0.1126', 'grad_norm': '0.5121', 'learning_rate': '4.263e-05', 'entropy': '0.1308', 'num_tokens': '5.455e+05', 'mean_token_accuracy': '0.9766', 'epoch': '2.876'}
{'loss': '0.08451', 'grad_norm': '0.6518', 'learning_rate': '4.248e-05', 'entropy': '0.0887', 'num_tokens': '5.473e+05', 'mean_token_accuracy': '0.9842', 'epoch': '2.883'}
{'loss': '0.09694', 'grad_norm': '0.8491', 'learning_rate': '4.234e-05', 'entropy': '0.08949', 'num_tokens': '5.485e+05', 'mean_token_accuracy': '0.9791', 'epoch': '2.891'}
{'loss': '0.05721', 'grad_norm': '0.5215', 'learning_rate': '4.219e-05', 'entropy': '0.08903', 'num_tokens': '5.499e+05', 'mean_token_accuracy': '0.9818', 'epoch': '2.898'}
{'loss': '0.07596', 'grad_norm': '0.8752', 'learning_rate': '4.204e-05', 'entropy': '0.09771', 'num_tokens': '5.512e+05', 'mean_token_accuracy': '0.979', 'epoch': '2.905'}
{'loss': '0.08429', 'grad_norm': '0.9063', 'learning_rate': '4.19e-05', 'entropy': '0.11', 'num_tokens': '5.525e+05', 'mean_token_accuracy': '0.9769', 'epoch': '2.912'}
{'loss': '0.07459', 'grad_norm': '0.5687', 'learning_rate': '4.175e-05', 'entropy': '0.1052', 'num_tokens': '5.539e+05', 'mean_token_accuracy': '0.9826', 'epoch': '2.92'}
{'loss': '0.1193', 'grad_norm': '0.6478', 'learning_rate': '4.161e-05', 'entropy': '0.1154', 'num_tokens': '5.553e+05', 'mean_token_accuracy': '0.9785', 'epoch': '2.927'}
{'loss': '0.09059', 'grad_norm': '0.8421', 'learning_rate': '4.146e-05', 'entropy': '0.1228', 'num_tokens': '5.567e+05', 'mean_token_accuracy': '0.9741', 'epoch': '2.934'}
{'loss': '0.06807', 'grad_norm': '0.6951', 'learning_rate': '4.131e-05', 'entropy': '0.08958', 'num_tokens': '5.58e+05', 'mean_token_accuracy': '0.9807', 'epoch': '2.942'}
{'loss': '0.05712', 'grad_norm': '0.567', 'learning_rate': '4.117e-05', 'entropy': '0.08061', 'num_tokens': '5.593e+05', 'mean_token_accuracy': '0.9803', 'epoch': '2.949'}
{'loss': '0.06597', 'grad_norm': '0.5819', 'learning_rate': '4.102e-05', 'entropy': '0.09045', 'num_tokens': '5.607e+05', 'mean_token_accuracy': '0.9819', 'epoch': '2.956'}
{'loss': '0.06876', 'grad_norm': '0.6829', 'learning_rate': '4.088e-05', 'entropy': '0.1075', 'num_tokens': '5.619e+05', 'mean_token_accuracy': '0.9797', 'epoch': '2.964'}
{'loss': '0.06228', 'grad_norm': '0.6498', 'learning_rate': '4.073e-05', 'entropy': '0.08981', 'num_tokens': '5.633e+05', 'mean_token_accuracy': '0.9809', 'epoch': '2.971'}
{'loss': '0.08442', 'grad_norm': '0.7345', 'learning_rate': '4.058e-05', 'entropy': '0.1012', 'num_tokens': '5.648e+05', 'mean_token_accuracy': '0.9821', 'epoch': '2.978'}
{'loss': '0.05923', 'grad_norm': '0.44', 'learning_rate': '4.044e-05', 'entropy': '0.08544', 'num_tokens': '5.661e+05', 'mean_token_accuracy': '0.9809', 'epoch': '2.985'}
{'loss': '0.08509', 'grad_norm': '0.5357', 'learning_rate': '4.029e-05', 'entropy': '0.1003', 'num_tokens': '5.675e+05', 'mean_token_accuracy': '0.9808', 'epoch': '2.993'}
{'loss': '0.05866', 'grad_norm': '0.4391', 'learning_rate': '4.015e-05', 'entropy': '0.08387', 'num_tokens': '5.689e+05', 'mean_token_accuracy': '0.9851', 'epoch': '3'}
 60%|█████████████████████████████████████████████████████████████████████████████▍                                                   | 411/685 [47:44<29:32,  6.47s/it]/Users/jhyun/my-ai-helper/.venv/lib/python3.12/site-packages/torch/utils/data/dataloader.py:775: UserWarning: 'pin_memory' argument is set as true but not supported on MPS now, device pinned memory won't be used.
  super().__init__(loader)
{'loss': '0.0874', 'grad_norm': '0.6369', 'learning_rate': '4e-05', 'entropy': '0.1355', 'num_tokens': '5.703e+05', 'mean_token_accuracy': '0.9794', 'epoch': '3.007'}  
{'loss': '0.06809', 'grad_norm': '0.6538', 'learning_rate': '3.985e-05', 'entropy': '0.09226', 'num_tokens': '5.715e+05', 'mean_token_accuracy': '0.9786', 'epoch': '3.015'}
{'loss': '0.06537', 'grad_norm': '0.5089', 'learning_rate': '3.971e-05', 'entropy': '0.09307', 'num_tokens': '5.731e+05', 'mean_token_accuracy': '0.9804', 'epoch': '3.022'}
{'loss': '0.05184', 'grad_norm': '0.5603', 'learning_rate': '3.956e-05', 'entropy': '0.07643', 'num_tokens': '5.743e+05', 'mean_token_accuracy': '0.9826', 'epoch': '3.029'}
{'loss': '0.09015', 'grad_norm': '0.5175', 'learning_rate': '3.942e-05', 'entropy': '0.1012', 'num_tokens': '5.757e+05', 'mean_token_accuracy': '0.9802', 'epoch': '3.036'}
{'loss': '0.06582', 'grad_norm': '0.5593', 'learning_rate': '3.927e-05', 'entropy': '0.08664', 'num_tokens': '5.768e+05', 'mean_token_accuracy': '0.9828', 'epoch': '3.044'}
{'loss': '0.07555', 'grad_norm': '0.5893', 'learning_rate': '3.912e-05', 'entropy': '0.1147', 'num_tokens': '5.781e+05', 'mean_token_accuracy': '0.9827', 'epoch': '3.051'}
{'loss': '0.08301', 'grad_norm': '0.6626', 'learning_rate': '3.898e-05', 'entropy': '0.1201', 'num_tokens': '5.794e+05', 'mean_token_accuracy': '0.9805', 'epoch': '3.058'}
{'loss': '0.04403', 'grad_norm': '0.5352', 'learning_rate': '3.883e-05', 'entropy': '0.07139', 'num_tokens': '5.81e+05', 'mean_token_accuracy': '0.987', 'epoch': '3.066'}
{'loss': '0.06096', 'grad_norm': '0.4899', 'learning_rate': '3.869e-05', 'entropy': '0.08181', 'num_tokens': '5.821e+05', 'mean_token_accuracy': '0.9827', 'epoch': '3.073'}
{'loss': '0.06124', 'grad_norm': '0.5914', 'learning_rate': '3.854e-05', 'entropy': '0.08296', 'num_tokens': '5.834e+05', 'mean_token_accuracy': '0.9831', 'epoch': '3.08'}
{'loss': '0.108', 'grad_norm': '0.5374', 'learning_rate': '3.839e-05', 'entropy': '0.1061', 'num_tokens': '5.85e+05', 'mean_token_accuracy': '0.9779', 'epoch': '3.088'}
{'loss': '0.05097', 'grad_norm': '0.4596', 'learning_rate': '3.825e-05', 'entropy': '0.07291', 'num_tokens': '5.863e+05', 'mean_token_accuracy': '0.9855', 'epoch': '3.095'}
{'loss': '0.09119', 'grad_norm': '0.6292', 'learning_rate': '3.81e-05', 'entropy': '0.1136', 'num_tokens': '5.877e+05', 'mean_token_accuracy': '0.9795', 'epoch': '3.102'}
{'loss': '0.06188', 'grad_norm': '0.6253', 'learning_rate': '3.796e-05', 'entropy': '0.0733', 'num_tokens': '5.889e+05', 'mean_token_accuracy': '0.9837', 'epoch': '3.109'}
{'loss': '0.09153', 'grad_norm': '0.5796', 'learning_rate': '3.781e-05', 'entropy': '0.1093', 'num_tokens': '5.902e+05', 'mean_token_accuracy': '0.9791', 'epoch': '3.117'}
{'loss': '0.06131', 'grad_norm': '0.4811', 'learning_rate': '3.766e-05', 'entropy': '0.08399', 'num_tokens': '5.917e+05', 'mean_token_accuracy': '0.9847', 'epoch': '3.124'}
{'loss': '0.09355', 'grad_norm': '0.5473', 'learning_rate': '3.752e-05', 'entropy': '0.1107', 'num_tokens': '5.933e+05', 'mean_token_accuracy': '0.9817', 'epoch': '3.131'}
{'loss': '0.06341', 'grad_norm': '0.5703', 'learning_rate': '3.737e-05', 'entropy': '0.1036', 'num_tokens': '5.947e+05', 'mean_token_accuracy': '0.9841', 'epoch': '3.139'}
{'loss': '0.06967', 'grad_norm': '0.6889', 'learning_rate': '3.723e-05', 'entropy': '0.08367', 'num_tokens': '5.959e+05', 'mean_token_accuracy': '0.9802', 'epoch': '3.146'}
